_id,clusterID,connectionTime,disconnectTime,doneChargingTime,kWhDelivered,sessionID,siteID,spaceID,stationID,timezone,userID,userInputs
5bc9317cf9af8b0dc677cf7a,0039,"Tue, 07 Aug 2018 15:10:22 GMT","Wed, 08 Aug 2018 00:31:53 GMT","Tue, 07 Aug 2018 16:59:17 GMT",8.444,2_39_88_24_2018-08-07 15:10:21.617887,0002,CA-314,2-39-88-24,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf7b,0039,"Tue, 07 Aug 2018 15:11:27 GMT","Wed, 08 Aug 2018 02:34:43 GMT","Tue, 07 Aug 2018 20:51:39 GMT",13.618821944444443,2_39_79_376_2018-08-07 15:11:27.117143,0002,CA-324,2-39-79-376,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf7c,0039,"Tue, 07 Aug 2018 15:13:25 GMT","Wed, 08 Aug 2018 02:33:40 GMT","Wed, 08 Aug 2018 01:35:54 GMT",13.667335000000001,2_39_79_377_2018-08-07 15:13:24.690335,0002,CA-325,2-39-79-377,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf7d,0039,"Tue, 07 Aug 2018 15:21:43 GMT","Wed, 08 Aug 2018 04:25:35 GMT","Tue, 07 Aug 2018 23:25:22 GMT",13.873,2_39_83_386_2018-08-07 15:21:42.570989,0002,CA-212,2-39-83-386,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf7e,0039,"Tue, 07 Aug 2018 15:24:50 GMT","Tue, 07 Aug 2018 18:05:09 GMT","Tue, 07 Aug 2018 18:05:06 GMT",8.545,2_39_92_442_2018-08-07 15:24:50.020216,0002,CA-498,2-39-92-442,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf7f,0039,"Tue, 07 Aug 2018 15:26:27 GMT","Wed, 08 Aug 2018 02:35:45 GMT","Tue, 07 Aug 2018 22:04:04 GMT",13.9,2_39_91_437_2018-08-07 15:26:27.078736,0002,CA-317,2-39-91-437,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf80,0039,"Tue, 07 Aug 2018 15:29:15 GMT","Wed, 08 Aug 2018 02:33:41 GMT","Tue, 07 Aug 2018 18:10:50 GMT",6.395,2_39_78_360_2018-08-07 15:29:14.532615,0002,CA-322,2-39-78-360,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf81,0039,"Tue, 07 Aug 2018 15:32:57 GMT","Wed, 08 Aug 2018 02:46:04 GMT","Tue, 07 Aug 2018 22:03:08 GMT",13.942,2_39_90_440_2018-08-07 15:32:56.538198,0002,CA-500,2-39-90-440,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf82,0039,"Tue, 07 Aug 2018 15:46:37 GMT","Wed, 08 Aug 2018 02:37:49 GMT","Wed, 08 Aug 2018 01:30:03 GMT",6.875,2_39_127_19_2018-08-07 15:46:37.278144,0002,CA-309,2-39-127-19,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf83,0039,"Tue, 07 Aug 2018 15:47:48 GMT","Wed, 08 Aug 2018 02:33:41 GMT","Tue, 07 Aug 2018 18:01:14 GMT",5.097,2_39_78_366_2018-08-07 15:47:47.736731,0002,CA-323,2-39-78-366,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf84,0039,"Tue, 07 Aug 2018 15:54:44 GMT","Tue, 07 Aug 2018 19:15:19 GMT","Tue, 07 Aug 2018 16:48:47 GMT",1.767,2_39_89_25_2018-08-07 15:54:44.331103,0002,CA-315,2-39-89-25,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf85,0039,"Tue, 07 Aug 2018 15:56:26 GMT","Wed, 08 Aug 2018 05:26:35 GMT","Wed, 08 Aug 2018 05:26:30 GMT",10.131,2_39_79_379_2018-08-07 15:56:26.264140,0002,CA-327,2-39-79-379,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf86,0039,"Tue, 07 Aug 2018 15:58:42 GMT","Wed, 08 Aug 2018 02:35:45 GMT","Wed, 08 Aug 2018 01:33:42 GMT",4.447471624850433,2_39_78_364_2018-08-07 15:58:42.478294,0002,CA-495,2-39-78-364,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf87,0039,"Tue, 07 Aug 2018 16:12:45 GMT","Wed, 08 Aug 2018 02:37:49 GMT","Wed, 08 Aug 2018 01:32:41 GMT",5.004369772998546,2_39_78_365_2018-08-07 16:12:45.388573,0002,CA-321,2-39-78-365,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf88,0039,"Tue, 07 Aug 2018 16:16:26 GMT","Thu, 09 Aug 2018 18:05:52 GMT","Wed, 08 Aug 2018 10:44:53 GMT",12.346,2_39_125_21_2018-08-07 16:16:25.539342,0002,CA-311,2-39-125-21,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf89,0039,"Tue, 07 Aug 2018 16:16:35 GMT","Wed, 08 Aug 2018 02:41:57 GMT","Tue, 07 Aug 2018 20:35:28 GMT",10.054,2_39_88_438_2018-08-07 16:16:34.548139,0002,CA-502,2-39-88-438,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf8a,0039,"Tue, 07 Aug 2018 16:21:10 GMT","Wed, 08 Aug 2018 02:32:44 GMT","Tue, 07 Aug 2018 18:02:26 GMT",3.964,2_39_128_562_2018-08-07 16:21:09.993161,0002,CA-508,2-39-128-562,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf8b,0039,"Tue, 07 Aug 2018 16:22:14 GMT","Tue, 07 Aug 2018 17:49:00 GMT","Tue, 07 Aug 2018 17:48:56 GMT",3.747,2_39_123_23_2018-08-07 16:22:14.481044,0002,CA-313,2-39-123-23,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf8c,0039,"Tue, 07 Aug 2018 16:25:10 GMT","Tue, 07 Aug 2018 18:36:24 GMT","Tue, 07 Aug 2018 18:36:19 GMT",5.06,2_39_123_557_2018-08-07 16:25:09.850495,0002,CA-503,2-39-123-557,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf8d,0039,"Tue, 07 Aug 2018 16:25:42 GMT","Wed, 08 Aug 2018 02:34:43 GMT","Tue, 07 Aug 2018 20:51:02 GMT",10.056,2_39_128_18_2018-08-07 16:25:41.883078,0002,CA-308,2-39-128-18,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf8e,0039,"Tue, 07 Aug 2018 16:27:40 GMT","Tue, 07 Aug 2018 20:22:11 GMT","Tue, 07 Aug 2018 20:22:07 GMT",4.927,2_39_79_382_2018-08-07 16:27:39.812301,0002,CA-491,2-39-79-382,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf8f,0039,"Tue, 07 Aug 2018 16:43:41 GMT","Wed, 08 Aug 2018 02:32:45 GMT","Wed, 08 Aug 2018 01:18:44 GMT",13.88,2_39_92_436_2018-08-07 16:43:40.972667,0002,CA-318,2-39-92-436,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf90,0039,"Tue, 07 Aug 2018 16:54:15 GMT","Wed, 08 Aug 2018 02:32:45 GMT","Tue, 07 Aug 2018 21:30:53 GMT",10.749,2_39_126_20_2018-08-07 16:54:14.740192,0002,CA-310,2-39-126-20,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf91,0039,"Tue, 07 Aug 2018 16:57:51 GMT","Wed, 08 Aug 2018 02:37:48 GMT","Wed, 08 Aug 2018 00:11:54 GMT",5.931,2_39_90_26_2018-08-07 16:57:50.601516,0002,CA-316,2-39-90-26,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf92,0039,"Tue, 07 Aug 2018 16:58:19 GMT","Wed, 08 Aug 2018 02:36:47 GMT","Tue, 07 Aug 2018 22:13:45 GMT",8.603,2_39_78_363_2018-08-07 16:58:18.760311,0002,CA-320,2-39-78-363,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf93,0039,"Tue, 07 Aug 2018 16:58:21 GMT","Wed, 08 Aug 2018 02:34:43 GMT","Tue, 07 Aug 2018 23:18:53 GMT",13.532,2_39_129_563_2018-08-07 16:58:20.977083,0002,CA-509,2-39-129-563,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf94,0039,"Tue, 07 Aug 2018 17:04:42 GMT","Wed, 08 Aug 2018 00:15:37 GMT","Wed, 08 Aug 2018 00:15:25 GMT",23.567,2_39_139_28_2018-08-07 17:04:42.019185,0002,CA-303,2-39-139-28,America/Los_Angeles,000000162,"[{'WhPerMile': 340, 'kWhRequested': 30.6, 'milesRequested': 90, 'minutesAvailable': 27, 'modifiedAt': 'Tue, 07 Aug 2018 17:07:49 GMT', 'paymentRequired': True, 'requestedDeparture': 'Tue, 07 Aug 2018 17:31:42 GMT', 'userID': 162}, {'WhPerMile': 340, 'kWhRequested': 30.6, 'milesRequested': 90, 'minutesAvailable': 153, 'modifiedAt': 'Tue, 07 Aug 2018 17:09:50 GMT', 'paymentRequired': True, 'requestedDeparture': 'Tue, 07 Aug 2018 19:37:42 GMT', 'userID': 162}]"
5bc9317cf9af8b0dc677cf95,0039,"Tue, 07 Aug 2018 17:19:59 GMT","Wed, 08 Aug 2018 02:34:43 GMT","Tue, 07 Aug 2018 23:38:06 GMT",13.88,2_39_124_22_2018-08-07 17:19:59.109009,0002,CA-312,2-39-124-22,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf96,0039,"Tue, 07 Aug 2018 17:20:34 GMT","Wed, 08 Aug 2018 02:32:45 GMT","Tue, 07 Aug 2018 23:40:38 GMT",10.833,2_39_78_361_2018-08-07 17:20:33.585549,0002,CA-493,2-39-78-361,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf97,0039,"Tue, 07 Aug 2018 17:31:44 GMT","Tue, 07 Aug 2018 18:24:36 GMT","Tue, 07 Aug 2018 18:24:31 GMT",1.738,2_39_138_566_2018-08-07 17:31:44.273286,0002,CA-512,2-39-138-566,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf98,0039,"Tue, 07 Aug 2018 18:00:14 GMT","Wed, 08 Aug 2018 02:32:44 GMT","Tue, 07 Aug 2018 21:24:02 GMT",7.667,2_39_123_23_2018-08-07 18:00:13.996364,0002,CA-313,2-39-123-23,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf99,0039,"Tue, 07 Aug 2018 18:06:40 GMT","Wed, 08 Aug 2018 02:42:11 GMT","Tue, 07 Aug 2018 23:43:59 GMT",13.88,2_39_92_442_2018-08-07 18:06:39.855923,0002,CA-498,2-39-92-442,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf9a,0039,"Tue, 07 Aug 2018 18:34:02 GMT","Wed, 08 Aug 2018 02:32:44 GMT","Wed, 08 Aug 2018 01:50:11 GMT",12.016,2_39_78_367_2018-08-07 18:34:02.363944,0002,CA-494,2-39-78-367,America/Los_Angeles,,
5bc9317cf9af8b0dc677cf9b,0039,"Tue, 07 Aug 2018 18:41:59 GMT","Wed, 08 Aug 2018 05:01:28 GMT","Tue, 07 Aug 2018 19:50:24 GMT",2.276,2_39_123_557_2018-08-07 18:41:58.892346,0002,CA-503,2-39-123-557,America/Los_Angeles,,
